TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),FREE CASH_FLOW (YFINANCE),TOTAL CASH (YFINANCE),TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES (MIL),TOTAL LIABILITIES (YFINANCE),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),
FSMO,,23.5338,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,23.3924,20.29,,Not Found!,,-23.5338
FSP,Franklin Street Properties Corp,5.08,undefined,0.254,N/A,undefined,0.7272727,0.25, 1.29 Bil ,1261051264,($22.70),79874000,19038000,-530481360,0.177,$833.90 ,773185984,1.35106383,1.343085106,5.05,3.76,0.050300002,7.49,12.539,-4.903
FSR,Fisker Inc.,13.96,undefined,None,246.9,undefined,None,N/A , 3.07 Bil ,3407537152,$,-110585104,962366016,-3040494016,3.25,$156.76 ,20206000,1.604597701,1.555172414,13.53,8.7,0.3033,-23.97,-27.115,-10.71
FSST,,21.0594,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,20.9785,19.67,,Not Found!,,-21.0594
FST,FAST Acquisition Corp.,12.5,undefined,None,,undefined,None,N/A , 310.89 Mil ,313891648,$,None,358367,-310891617,0.014,$0.06 ,0,1.303441084,1.272022941,12.1987,9.59,0.0688,Not Found!,None,-12.486
FST-W,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
FSS,Federal Signal Corporation,40.9,60.4464,1.542,16,1.47790709,3.4559634,4.96, 2.70 Bil ,2688583936,$88 ,75650000,54500000,-2432771680,0.892,$543 ,259300000,1.45915091,1.44166964,40.41,28.03,0.0162,14.67,14.556,-40.008
FST-U,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
FT,Franklin Universal Trust,8.2,undefined,0.366,N/A,undefined,0.9829879,, 270.16 Mil ,273783392,$9.73 ,8928414,991400,-205215832,0.039,$70.77 ,64941068,1.209439528,1.209439528,8.2,6.78,None,Not Found!,None,-8.161
FTCH,Farfetch Limited,36.71,760.104,-9.775,-57.1,20.70563879,None,-0.7, 12.98 Bil ,13052150784,($305),-40277000,1148823040,-12151654912,3.207,"$4,151 ",823456000,1.395286963,1.383504371,36.4,26.31,0.059699997,-6.69,-28.882,-33.503
FTEC,,121.12,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,120.38,87.08,,Not Found!,,-121.12
FSTA,,42.59,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,42.5,36.8,,Not Found!,,-42.59
FTEV,,9.7361,,Unexpected error:<class 'TypeError'>,,,None,, 333.16 Mil ,,$,None,None,,,$24.58 ,None,,,9.75,9.6,,-860.88,,-9.7361
FTAI,Fortress Transportation and Inf,24.36,-278.0592,-1.59,100.8,-11.41458128,1.9260049,0.68, 4.56 Bil ,4254277376,($558.70),-519965760,105244000,-2061215136,1.229,"$2,512.90 ",2191205888,1.591116917,1.58719791,24.3,15.31,0.0598,25.85,21.788,-23.131
FTLS,,48.87,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,48.97,41.6,,Not Found!,,-48.87
FTHY,,20.73,,Unexpected error:<class 'TypeError'>,,,None,, 1.07 Bil ,,$,None,None,,,$330.77 ,None,,,20.58,19.28,,Not Found!,,-20.73
FTF,52385,9.09,undefined,0.361,,undefined,0.96500534,, 392.58 Mil ,399658048,$8.95 ,9422563,1108190,-273154914,0.037,$155.69 ,119570920,1.107186358,1.106577345,9.085,8.21,None,Not Found!,None,-9.053
FTK,"Flotek Industries, Inc.",1.07,-33.9216,-1.146,10,-31.70242991,1.8871254,-7.04, 65.02 Mil ,84132360,($31.28),-8947500,27781000,-50041064,0.39,$37.52 ,13515000,1.009433962,1.009433962,1.07,1.06,0.0369,-0.85,-1.584,-0.68
FTI,TechnipFMC plc,7.79,6.65728,0.743,-2.9,0.854593068,1.0019696,1.08, 6.71 Bil ,4899759616,$673 ,-2922575104,1655399936,-2013037824,3.673,"$7,099 ",3321299968,2.048876892,2.090959087,7.95,3.802083,0.0233,5.97,4.055,-4.117
FTSD,,94.675,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,94.6,94.2,,Not Found!,,-94.675
FTV,Fortive Corporation,71.43,139.860704,4.682,10.17,1.958010696,2.658751,4.14, 26.56 Bil ,27977000960,"$1,143 ",1070337472,1565799936,-22388302336,4.369,"$5,286 ",2766299904,1.174449194,1.158007234,70.43,60.82,0.0202,12.76,23.243,-67.061
FTS,Fortis Inc.,44.97,undefined,2.173,N/A,undefined,1.2240318,0.82, 41.89 Bil ,49287950336,($647),-1527374976,317000000,-20674567872,0.675,"$28,947 ",24938000384,1.168355417,1.160561185,44.67,38.49,None,12.78,12.337,-44.295
FTSI,"FTS International, Inc.",25.33,377.625376,-5.939,-48.24,14.90822645,1.3585559,4.2, 269.36 Mil ,256138000,$0.00 ,-1625000,98900000,-263301088,7.033,$57.10 ,4200000,8.387417219,8.40397351,25.38,3.02,0.0462,-10.56,426.897,-18.297
FUE,,9.76,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,9.7,5.46,,Not Found!,,-9.76
FUMB,,20.165,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,20.16,20.11,,Not Found!,,-20.165
FUN,"Cedar Fair, L.P.",45.45,-87.554016,-8.577,-2.12,-1.92638099,None,0.22, 5.24 Bil ,5279323136,($303.80),-273901120,272078016,-2289782336,4.788,"$3,505.80 ",3003753984,1.856617647,1.829248366,44.78,24.48,0.0926,-29.07,-17.171,-40.662
FUNL,,34.3966,,Key Error,,,None,Not Found!,,,Not Found!,,,,,Not Found!,,,,34.42,23.96,,,,-34.3966
FUL,H. B. Fuller Company,65.29,116.36456,2.729,18.15,1.782272323,2.3211896,2.37, 4.97 Bil ,5027175424,$207 ,216538880,69597000,-3324980408,1.325,"$2,690 ",1747112960,1.465873372,1.439380332,64.11,44.54,0.0359,11.45,11.734,-63.965
FUBO,fuboTV Inc.,25.03,undefined,None,N/A,undefined,None,1.8, 3.47 Bil ,4436887552,($197.60),60094876,459532000,-3068974112,3.271,$536.50 ,331212992,2.762693157,2.719646799,24.64,9.06,0.18049999,-5.98,-18.102,-21.759
FURY,Fury Gold Mines Limited,0.66,undefined,None,,undefined,None,N/A , 75.88 Mil ,81577840,($23.28),-2613750,7385000,-70145384,0.063,$9.69 ,503000,1.098169717,1.078036606,0.6479,0.601,0.0093,-5.99,-4.14,-0.597
FUT,,41.0102,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,41.0949,39.32,,Not Found!,,-41.0102
FVIV,Fortress Value Acquisition Corp,9.76,undefined,None,,undefined,None,, 630.35 Mil ,786832128,$,None,2105394,-630344590,0.026,$47.74 ,0,1.027368421,1.024210526,9.73,9.5,None,-1307.77,None,-9.734
FUTY,,42.18,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,41.85,37.91,,Not Found!,,-42.18
FVAL,,48.79,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,48.705,34.455,,Not Found!,,-48.79
FVD,,40.15,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,40.08,30.97,,Not Found!,,-40.15
FVT,Fortress Value Acquisition Corp,9.765,undefined,None,,undefined,None,N/A , 280.66 Mil ,279839360,$,None,616878,-279983122,0.021,$0.04 ,0,1.011917098,1.009336788,9.7401,9.65,None,Not Found!,None,-9.744
FVRR,Fiverr International Ltd.,181.96,-505.11968,-2.291,129.3,-2.775992965,36.847126,7.48, 6.43 Bil ,6754530816,$27.60 ,26703000,487401984,-5879748608,13.598,$549.90 ,371908992,1.408250135,1.356009597,175.21,129.21,0.054899998,-293.92,-954.839,-168.362
FVT-U,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
FXA,,72.65,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,72.5,69.83,,Not Found!,,-72.65
FWDB,,25.885,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,25.8864,25.56,,Not Found!,,-25.885
FVT-W,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
FXB,,131.13,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,131.16,124.59,,Not Found!,,-131.13
FXC,,78.19,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,78.35,73.49,,Not Found!,,-78.19
FXD,,60.08,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,59.79,41.97,,Not Found!,,-60.08
FXF,,97.21,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,97.23,96.04,,Not Found!,,-97.21
FXG,,56.89,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,56.7,47.15,,Not Found!,,-56.89
FXE,,107.68,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,107.69,107.47,,Not Found!,,-107.68
FXI,,39.57,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,39.575,37.46,,Not Found!,,-39.57
FXH,,117.85,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,117.01,94.09,,Not Found!,,-117.85
FXLV,,14.05,,Unexpected error:<class 'TypeError'>,N/A,,None,-2.4, 1.45 Bil ,,$0.00 ,None,25333000,,,$514.32 ,249147008,,,13.35,12.64,,-30.43,,-14.05
FXL,,125.26,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,124.32,88.82,,Not Found!,,-125.26
FXN,,12.115,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,12.25,5.38,,Not Found!,,-12.115
FXO,,45.91,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,45.84,26.22,,Not Found!,,-45.91
FXP,,36.93,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,36.1001,22.98,,Not Found!,,-36.93
FXR,,58.69,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,58.25,40.88,,Not Found!,,-58.69
FXU,,30.22,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,30.0292,26.71,,Not Found!,,-30.22
FXY,,84.1907,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,83.7,83.7,,Not Found!,,-84.1907
FZT,FAST Acquisition Corp. II,9.77,undefined,None,,undefined,None,, 270.74 Mil ,270893152,$,None,913690,-270615142,0.033,$20.46 ,0,1.017708333,1.015104167,9.745,9.6,None,-720.06,None,-9.737
FXZ,,57.76,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,57.5984,37.54,,Not Found!,,-57.76
FYLD,,27.12,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,27.1,19.44,,Not Found!,,-27.12
FZT-U,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
FZT-W,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
GAA,,31.87,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,31.4126,26.15,,Not Found!,,-31.87
GAB,"Gabelli Equity Trust, Inc. (The",6.72,undefined,0.581,N/A,undefined,1.146562,, 2.21 Bil ,2209411584,$0.00 ,None,11719,-1765130681,0,$3.00 ,6521,1.292307692,1.292307692,6.72,5.2,0.0013,Not Found!,None,-6.72
GAB$G,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
G,Genpact Limited,48.23,56.41272,1.599,13.55,1.169660377,5.1353374,3.27, 10.30 Bil ,10753400832,$585 ,491223616,756494976,-8234673536,4.03,"$3,060 ",2046065024,1.422294308,1.409908582,47.81,33.91,0.0297,14.96,15.747,-44.2
GAB$H,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
GAB$J,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
GAL,,45.9442,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,45.8799,38.18,,Not Found!,,-45.9442
GAB$K,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
GAM$B,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
GAM,"General American Investors, Inc",43.66,undefined,2.655,N/A,undefined,0.9942723,, 1.25 Bil ,1253317888,$0.00 ,None,338554,-1075622150,0.014,$36.60 ,4403421,1.332722833,1.33531746,43.745,32.76,0.0001,Not Found!,None,-43.646
GAPA,G&P Acquisition Corp.,9.85,undefined,None,,undefined,None,, 214.22 Mil ,211576928,$,None,829328,-214201920,0.038,$17.53 ,0,1.019668737,1.016563147,9.82,9.66,None,-805.35,None,-9.812
GAMR,,84.5275,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,83.98,65.9,,Not Found!,,-84.5275
GATX,GATX Corporation,92.68,130.7736,3.987,12,1.411022874,1.6537579,0.96, 9.00 Bil ,8929986560,$436 ,-755837504,963500032,-2279139840,27.228,"$7,429 ",6722200064,1.425846154,1.407,91.455,65,0.173,13.17,13.957,-65.452
GATO,"Gatos Silver, Inc.",10.79,undefined,None,N/A,undefined,None,N/A , 766.01 Mil ,734832704,($16.75),-1760125,29607000,-619734504,0.432,$3.78 ,0,1.866782007,1.880622837,10.87,5.78,0.065799996,-93.3,-49.921,-10.358
GAU,Galiano Gold Inc.,0.7632,undefined,None,N/A,undefined,None,N/A , 111.69 Mil ,250287264,($13.89),-4267000,62151000,-110853752,0.277,$3.62 ,515000,1.156363636,1.128787879,0.745,0.66,0.0105,2.83,-17.029,-0.4862
GAZ,,30.6,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,29.7001,13.255,,Not Found!,,-30.6
GBAB,,24.31,,Unexpected error:<class 'TypeError'>,N/A,,None,, 697.44 Mil ,,($119.85),None,None,,,$283.83 ,None,,,24.2,22.5,,Not Found!,,-24.31
GBDV,,21.0705,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,21.0277,14.729,,Not Found!,,-21.0705
GBF,,121.44,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,121.1,116.49,,Not Found!,,-121.44
GB-W,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
GB,Global Blue Group Holding AG,6.2,undefined,None,,undefined,None,-1.95, 1.84 Bil ,1786316032,($147.33),-18003624,135239008,-1042480928,0.686,"$1,227.10 ",721612992,1.080139373,1.067944251,6.13,5.74,0.0047,-4.95,-24.897,-5.514
GBGR,,23.0242,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,22.8466,20.15,,Not Found!,,-23.0242
GBIL,,100.07,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,100.07,100.07,,Not Found!,,-100.07
GBLD,,23.6,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,23.39,23.1,,Not Found!,,-23.6
GBLO,,23.927,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,23.8713,19.878,,Not Found!,,-23.927
GBR,"New Concept Energy, Inc",4.25,undefined,0.408,N/A,undefined,4.988345,26.89, 21.86 Mil ,30353092,($0.32),-274125,43000,-21921662,0.008,$0.31 ,167000,3.035714286,2.985928571,4.1803,1.4,0.042600002,115.66,-92.823,-4.242
GBL,"Gamco Investors, Inc.",24.61,89.1496,2.371,15,3.622494921,6.341274,8.6, 606.86 Mil ,555827840,$74.10 ,88189128,128867000,-540079816,4.894,$146.00 ,31398000,2.094468085,2.059148936,24.195,11.75,0.0227,5.84,5.672,-19.716
GBX,"Greenbrier Companies, Inc. (The",44.68,6.324,0.255,7,0.141539839,1.139116,1.85, 2.00 Bil ,2181256960,($15),45585124,628200000,-816760896,19.402,"$1,759 ",1204493952,1.717800846,1.690119185,43.96,26.01,0.17639999,16.9,18.033,-25.278
GBUG,,28.6523,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,28.6155,27.46,,Not Found!,,-28.6523
GCC,,20.81793,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,19.7501,17,,Not Found!,,-20.81793
GCI,"Gannett Co., Inc.",6.31,undefined,-5.527,N/A,undefined,1.5724068,0.74, 2.31 Bil ,2300468992,$95 ,248324624,163504992,-720038432,1.191,"$2,444 ",1677384960,6.126213592,5.980582524,6.16,1.03,0.1145,17.57,5.1,-5.119
GCO,Genesco Inc.,60.96,179.6128,6.068,10,2.946404199,1.4987067,2.51, 1.27 Bil ,1401201152,$204 ,140058624,258044000,-608500832,17.254,"$1,071 ",757667968,3.475484607,3.292474344,57.75,17.54,0.0471,8.88,10.996,-43.706
GCOR,,48.725,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,48.6,48.04,,Not Found!,,-48.725
GCV,Gabelli Convertible and Income ,6.26,undefined,1.558,N/A,undefined,0.93560326,, 118.89 Mil ,158106640,$9.09 ,678916,62707,-118888541,0.003,$35.09 ,0,1.213178295,1.215116279,6.27,5.16,0.0006,Not Found!,None,-6.257
GD,General Dynamics Corporation,201.73,296.56,11,8.35,1.470083775,3.6909478,3.07, 69.19 Bil ,67422318592,"$3,932 ",1832625024,1811000064,-56048878848,6.419,"$35,862 ",14490000384,1.561740342,1.555005032,200.86,129.17,0.0095,13.16,13.181,-195.311
GCOW,,30.0966,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,30.08,23.33,,Not Found!,,-30.0966
GCP,GCP Applied Technologies Inc.,22.44,undefined,1.358,N/A,undefined,2.5022604,3.55, 1.52 Bil ,1623774208,$41.70 ,78737504,488900000,-1132425440,6.653,$769.50 ,383200000,1.074198181,1.058879847,22.12,20.89,0.0156,6.82,11.284,-15.787
GDDY,GoDaddy Inc.,70.06,-445.8984,-3.149,80,-6.364521838,None,1.24, 14.56 Bil ,14746292224,$712 ,-194262496,1391100032,-10381502336,8.24,"$7,394 ",4239699968,1.020390329,1.019516458,70,68.66,0.0335,28.4,27.298,-61.82
GDL$C,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
GDO,,18.12,,Unexpected error:<class 'TypeError'>,,,None,, 361.38 Mil ,,$16.40 ,None,None,,,$115.39 ,None,,,18.01,16.33,,Not Found!,,-18.12
GDL,,8.9873,,Unexpected error:<class 'TypeError'>,,,None,, 124.81 Mil ,,$10.99 ,None,None,,,$51.71 ,None,,,8.9801,8.27,,Not Found!,,-8.9873
GDMA,,31.5247,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,31.54,28.31,,Not Found!,,-31.5247
GDP,Goodrich Petroleum Corporation,22,-18.6536,-3.331,-5,-0.847890909,6.6066914,0.58, 443.65 Mil ,398750528,($6.60),5135625,782000,-314172048,0.058,$202.50 ,123587000,2.555168409,2.567944251,22.11,8.61,0.0094,21.45,9.339,-21.942
GDOT,Green Dot Corporation,48.04,1.5416,0.041,15,0.032089925,2.5263045,0.82, 725.84 Mil ,788128960,$116 ,None,1891100032,-696497536,34.608,"$3,221 ",19156000,1.233376123,1.216431322,47.38,38.95,0.0634,6.24,None,-13.432
GDV,Gabelli Dividend & Income Trust,26.24,undefined,2.052,,undefined,1.044806,, 2.52 Bil ,2655075584,$0.00 ,None,66692,-2363833724,0.001,$156.30 ,145137616,1.502863688,1.495990836,26.12,17.46,0.0002,Not Found!,None,-26.239
GDV$H,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
GDX,,30.4,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,30.58,28.83,,Not Found!,,-30.4
GDV$G,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
GDXD,,24.4,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,22.1,12.54,,Not Found!,,-24.4
GDXJ,,40.18,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,40.6,37.31,,Not Found!,,-40.18
GE,General Electric Company,105.51,-197.203584,-0.453,263.58,-1.869051123,27.377777,1.4, 149.88 Bil ,1.51355E+11,$600 ,17141000192,28593999872,-8.90705E+11,3.256,"$202,512 ",63523999744,1.995272315,1.979198185,104.66,52.88,0.0098,29.63,18.608,-102.254
GEF-B,"Greif, Inc. Corporation",68.49,undefined,2.062,,undefined,2.7292128,Not Found!,,5519500288,Not Found!,424500000,110400000,-3200747776,2.274,Not Found!,2624100096,1.607369162,1.580518658,67.3459,42.61,0.012,,8.82,-66.216
GEF,Greif Inc.,68.77,61.0352,2.062,10,0.887526538,2.7437086,2.17, 5.76 Bil ,5532125184,$324 ,424500000,110400000,-3178847232,2.274,"$4,216 ",2624100096,1.743219265,1.712801014,67.57,39.45,None,7.57,8.84,-66.496
GDXU,,10.05,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,10.25,8.47,,Not Found!,,-10.05
GEL,"Genesis Energy, L.P.",10.95,-377.96256,-4.491,44.1,-34.51712877,1.8660991,0.55, 4.72 Bil ,5749626880,$147 ,32322000,18449000,-1378951576,0.151,"$4,504 ",3370262016,2.896825397,2.915343915,11.02,3.78,0.041100003,14.99,17.658,-10.799
GEM,,37.28,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,37.24,32.791,,Not Found!,,-37.28
GEO,Geo Group Inc (The) REIT,7.8,42.864,1.14,15,5.495384615,1.0810124,0.96, 3.66 Bil ,3571393792,$291 ,204422368,289391008,-750906976,2.416,"$3,579 ",2976628992,1.572580645,1.576612903,7.82,4.96,0.5256,8.73,9.189,-5.384
GENI,Genius Sports Limited,17.82,undefined,None,N/A,undefined,None,6.3, 3.31 Bil ,3685659136,$0.00 ,None,10582000,-3440464400,0.063,$247.40 ,95892000,1.819295559,1.823379275,17.86,9.795,0.1592,-8.09,176.095,-17.757
GER,,10.89,,Unexpected error:<class 'TypeError'>,N/A,,None,, 191.22 Mil ,,$214.59 ,None,None,,,$26.58 ,None,,,10.9,5.96,,Not Found!,,-10.89
GERM,,38.61,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,38.4,26.81,,Not Found!,,-38.61
GES,"Guess?, Inc.",21.35,28.29744,1.371,4.4,1.325407026,2.426479,2.61, 2.09 Bil ,2569971968,$181 ,144841120,395128000,-949443776,6.086,"$1,825 ",1224164992,1.846885813,1.78633218,20.65,11.56,0.17819999,7.06,13.569,-15.264
GF,,19.11,,Unexpected error:<class 'TypeError'>,N/A,,0.87552017,, 301.38 Mil ,,$0.00 ,None,None,,,$1.00 ,14465113,,,19.13,15.57,,Not Found!,,-19.11
GFI,Gold Fields Limited,8.59,140.9152,0.808,100.5,16.40456345,2.1070397,2.83, 8.81 Bil ,8993317888,$430 ,502849984,703500032,-7105952000,0.792,"$3,414 ",1800099968,1.108387097,1.116129032,8.65,7.75,None,3.92,3.979,-7.798
GFF,Griffon Corporation,25.67,82.79824,1.79,20.41,3.22548656,1.8834347,2.45, 2.43 Bil ,2493317632,$73 ,109153000,177652000,-1262108896,3.134,"$1,763 ",1218171008,1.339071466,1.32446531,25.39,19.17,0.0294,9.69,8.952,-22.536
GFOR,,,,Key Error,,,,, 205.59 Mil ,,$,,,,,$16.39 ,,,,,,,Not Found!,,0
GFLU,,90.54,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$246.98 ,863649984,310400000,,,"$8,414.81 ",6898899968,,,89.45,49.36,,49.5,,-90.54
GFL,GFL Environmental Inc. Subordin,39.53,undefined,-0.132,,undefined,47.698902,0.85, 19.06 Bil ,17923340288,$247 ,863649984,310400000,-12422463488,0.942,"$8,415 ",6898899968,2.076155462,2.038340336,38.81,19.04,0.0678,49.5,15.189,-38.588
GFX-W,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
GFX,Golden Falcon Acquisition Corp.,9.78,undefined,None,,undefined,None,N/A , 421.35 Mil ,419975648,$,None,924339,-420406925,0.021,$0.00 ,0,1.023012552,1.017782427,9.73,9.56,0.0005,Not Found!,None,-9.759
GFX-U,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
GGB,Gerdau S.A.,4.85,11.993376,0.542,5.33,2.472861031,0.24261029,2.88, 9.87 Bil ,20503736320,$956 ,5336640000,5637813760,-2718352384,3.306,"$6,115 ",16670534656,1.296791444,1.307486631,4.89,3.74,None,3.54,1.317,-1.544
GGG,Graco Inc.,70.78,63.83664,2.111,10.4,0.901902232,8.576155,12.04, 11.60 Bil ,11973691392,$378 ,243424128,482787008,-11375968576,2.844,$748 ,204528992,1.167023908,1.151030503,69.81,60.65,0.0093,20.12,20.851,-67.936
GGM,,21.49,,Unexpected error:<class 'TypeError'>,,,None,, 314.67 Mil ,,($57.94),None,None,,,$98.29 ,None,,,21.47,18.01,,Not Found!,,-21.49
GGN,"GAMCO Global Gold, Natural Reso",3.83,undefined,0.152,N/A,undefined,0.9568901,, 677.72 Mil ,691509376,$0.00 ,None,413315,-590869885,0.003,$41.85 ,0,1.185758514,1.185758514,3.83,3.23,0.0025,Not Found!,None,-3.827
GGN$B,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
GGO,,16.7,,Unexpected error:<class 'TypeError'>,,,None,, 37.23 Mil ,,$0.00 ,None,None,,,$0.63 ,None,,,16.7,9.7,,Not Found!,,-16.7
GGT,"Gabelli Multi-Media Trust, Inc.",9.2,undefined,1.116,,undefined,1.1358055,, 352.32 Mil ,334868448,$0.00 ,None,10554,-233682374,0,$5.20 ,0,1.508196721,1.504180328,9.1755,6.1,0.006,Not Found!,None,-9.2
GGRW,,26.4677,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,26.125,20.97,,Not Found!,,-26.4677
GGT$G,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
GGZ,,15.94,,Unexpected error:<class 'TypeError'>,,,None,, 172.63 Mil ,,$0.00 ,None,None,,,$0.77 ,None,,,15.91,9.8,,Not Found!,,-15.94
GGT$E,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
GGZ$A,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
