TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,ENTERPRISE VALUE,FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL)
NWN,54.95,44.2288,2.513,3.10,0.8048917197452229, 12.77 , 3.04 Bil ,$-137.9,"$2,867.6"
NX,27.4,50.30944827586208,1.411,15.00,1.8361112509438717, 9.12 , 1.01 Bil ,$79.4,$316.6
NXC,15.95,undefined,0.598,,undefined,Not Found!, 101.13 Mil ,$0.00,$0.54
NXE,3.6,undefined,-0.24,,undefined, -23.87 , 1.86 Bil ,$-21.50,$185.92
NXJ,14.77,undefined,0.169,N/A,undefined,Not Found!, 605.18 Mil ,$13.48,$353.44
NXN,14.2,undefined,0.282,,undefined,Not Found!, 56.32 Mil ,$0.00,$0.35
NXP,17.66,undefined,0.584,N/A,undefined,Not Found!, 292.87 Mil ,$0.00,$0.90
NXQ,16.65,undefined,0.546,N/A,undefined,Not Found!, 293.84 Mil ,$0.00,$0.91
NXR,17.31,undefined,0.647,N/A,undefined,Not Found!, 229.27 Mil ,$0.00,$0.70
NXRT,49.17,35.64,1.74,5.00,0.7248322147651006, 16.32 , 2.60 Bil ,$57.2,"$1,421.3"
NYC,8.42,undefined,None,N/A,undefined, 24.44 , 517.98 Mil ,$-12.47,$481.58
NYCB,12.25,-18.571034482758623,1.02,-20.50,-1.5160028149190712,Not Found!, 19.65 Bil ,$334,"$49,464"
NYF,58.27,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
NYT,49.18,26.491034482758625,0.6,20.60,0.5386546255135954, 40.42 , 7.55 Bil ,$263,$980
NZF,16.54,undefined,0.081,N/A,undefined,Not Found!, 2.35 Bil ,$117.12,"$1,399.76"
O,67.34,24.128689655172415,1.14,5.45,0.35831139969071, 24.49 , 33.76 Bil ,"$1,116","$9,723"
OACB,10.02,undefined,None,,undefined,Not Found!, 312.50 Mil ,$,$0.05
OBOR,29.7,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OC,97.27,-91.58524137931036,-3.53,8.60,-0.9415569176448069, 33.93 , 12.52 Bil ,$828,"$5,540"
OCA,9.89,undefined,None,,undefined,Not Found!, 255.54 Mil ,$,$0.05
OCFT,15.68,undefined,None,9.19,undefined, -25.87 , 5.29 Bil ,$-93.4,$856.4
OCIO,31.7007,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OCN,24.16,-80.12248275862069,-4.592,3.00,-3.3163279287508565, 403.48 , 9.20 Bil ,$-16.3,"$10,235.8"
OCTZ,29.4462,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ODC,34.56,undefined,2.466,N/A,undefined, 6.55 , 247.63 Mil ,$16.2,$75.8
OEC,18.95,5.553103448275862,0.3,3.70,0.2930397598034756, 11.65 , 1.87 Bil ,$-20,"$1,209"
OEF,189.79,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OEUR,27.0523,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OFC,27.79,21.917310344827587,0.865,8.20,0.7886761549056347, 17.09 , 5.27 Bil ,$205.7,"$2,383.3"
OFG,23.55,33.045517241379315,1.32,8.00,1.4032066769163192,Not Found!," -768,470,000.00 ",$-103.9,"$8,740.0"
OGCP,11.4048,undefined,0.393,,undefined, 18.85 , 4.76 Bil ,$39.2,"$2,419.4"
OGE,33.56,-16.236000000000004,-0.87,3.80,-0.4837902264600716, 41.5 , 10.32 Bil ,$62,"$7,087"
OGEN,0.6956,undefined,-0.468,N/A,undefined, -2.37 , 62.56 Mil ,$-16.95,$1.84
OGIG,54.81,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OGS,80.55,75.37655172413794,3.68,5.00,0.9357734540550955, 12.77 , 6.33 Bil ,$-107,"$3,795"
OHI,37.29,25.660800000000005,0.696,15.80,0.6881415929203542, 19.55 , 13.99 Bil ,$708.3,"$5,460.8"
OI,14.53,56.764703448275874,1.57,15.33,3.906724256591595, 6.46 , 7.01 Bil ,$146,"$8,481"
OIA,8,undefined,0.042,N/A,undefined,Not Found!, 463.02 Mil ,$18.73,$114.54
OIH,183.05,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OII,10.83,-972.976551724138,-5.01,119.50,-89.84086350176712, 20.34 , 1.50 Bil ,$76,"$1,488"
OIL,18.69,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OILK,56.7475,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OIS,5.76,-17.94109103448276,-7.831,-6.99,-3.114772749042146, -1.15 , 484.16 Mil ,$120.0,$394.6
OKE,51.78,35.09333793103449,1.419,7.80,0.6777392416190515, 17.37 , 36.37 Bil ,$-296,"$17,036"
OLN,41.97,-100.64408275862071,-6.142,2.30,-2.3980005422592496, -64.87 , 10.31 Bil ,$120,"$6,820"
OLP,24.32,29.260000000000005,1.33,6.00,1.2031250000000002, 13.61 , 948.61 Mil ,$35.13,$484.18
OMC,79.31,121.3353103448276,4.37,9.80,1.5298866516810945, 10.12 , 18.78 Bil ,"$1,649","$24,070"
OMF,53.48,109.66256551724138,5.41,4.86,2.050534134578186,Not Found!, 22.69 Bil ,"$2,212","$19,030"
OMFL,46.13,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OMFS,39.4257,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OMI,37.56,11.426784827586207,0.471,7.49,0.30422749807205024, 12.73 , 3.65 Bil ,$280,"$2,624"
ONE,2.46,-14.556049655172417,-0.759,4.14,-5.917093355761145, -6.85 , 735.59 Mil ,$0.0,"$1,116.1"
ONEO,96.9792,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ONEV,102.9545,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ONEY,91.85,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ONLN,80.01,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ONOF,27.1598,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ONTF,42.16,undefined,None,N/A,undefined, 80.12 , 1.99 Bil ,$,$146.5
ONTO,69.27,undefined,None,12.00,undefined, 31.61 , 2.98 Bil ,$102.2,$203.4
OOMA,16.73,-9.29431724137931,-0.109,47.70,-0.5555479522641549, 256.97 , 361.31 Mil ,$1.2,$49.5
OPER,100.12,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OPP,14.86,undefined,None,,undefined,Not Found!, 237.59 Mil ,$-3.68,$90.57
OPPX,25.5356,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OPY,45.19,331.59310344827594,9.3,15.00,7.337754004166319, 4.65 , 940.42 Mil ,$-59,"$2,028"
OR,12.15,undefined,0.08,,undefined, 27.79 , 2.22 Bil ,$-23.1,$434.1
ORA,75.02,59.33172413793104,1.65,15.20,0.7908787541713016, 13.47 , 5.43 Bil ,$-55.7,"$1,947.6"
ORAN,12.64,9.033200000000003,2.053,-5.60,0.7146518987341773, 1.75 , 29.54 Bil ,"$5,050","$86,004"
ORC,5.23,undefined,0.032,N/A,undefined,Not Found!, 267.96 Mil ,$55.37,"$3,642.76"
ORCC,14.32,undefined,1.422,N/A,undefined,Not Found!, 10.53 Bil ,"$-1,560.3","$5,557.9"
ORCL,78.75,131.24942068965518,4.179,12.20,1.6666593103448277, 14.75 , 262.66 Bil ,"$12,808","$108,472"
ORI,23.81,52.48896551724139,1.87,10.00,2.204492461874901, 11.02 , 8.06 Bil ,"$1,185","$16,629"
ORLA,3.78,undefined,None,,undefined, -36.92 , 916.23 Mil ,$-49.44,$78.61
ORN,5.92,-1.5248275862068967,0.67,-10.00,-0.2575722273998136, 4.16 , 249.58 Mil ,$31.3,$254.7
OSCV,32.86,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OSG,2.34,undefined,0.33,N/A,undefined, 6.91 , 820.60 Mil ,$-9.9,$851.9
OSH,58.55,undefined,None,86.20,undefined, -80.14 , 13.80 Bil ,$-98.1,$357.8
OSK,121.93,203.2985103448276,4.63,20.44,1.6673379016224685, 13.75 , 8.06 Bil ,$733,"$3,084"
OTIS,71.03,undefined,None,8.99,undefined, 19.39 , 35.55 Bil ,"$1,297","$13,994"
OUNZ,17.25,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OUSA,41.34,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OUSM,35.2,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OUT,22.94,-15.746689655172416,-0.561,10.00,-0.6864293659621803, 33.54 , 7.10 Bil ,$54,"$4,513"
OVB,25.71,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OVF,26.5747,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OVL,35.6136,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OVLH,26.8246,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OVM,25.9995,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OVS,35.8696,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OVT,24.945,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OVV,23.37,undefined,None,51.03,undefined, -4.19 , 13.89 Bil ,$159,"$10,632"
OXM,86.01,-162.0421379310345,-5.773,10.00,-1.8839918373565223, -20.02 , 1.68 Bil ,$54.9,$459.9
OXY,24.54,-86.72711034482758,-17.063,-5.15,-3.5341120759913442, -10.69 , 66.71 Bil ,$901,"$61,491"
PAC,105.54,56.6416551724138,1.83,11.90,0.5366842445746995, 17.72 , 4.80 Bil ,$16.0,"$1,428.2"
PACE,9.98,undefined,-0.022,,undefined, -869.22 , 558.03 Mil ,$0.00,$16.28
PACK,18.5,undefined,-0.323,N/A,undefined, 25.41 , 1.74 Bil ,$30.6,$610.6
PAG,86.47,144.2964827586207,6.745,5.60,1.6687461866383797, 12.39 , 12.26 Bil ,"$1,016","$9,921"
PAGS,44.6,16.400499310344827,0.701,6.92,0.3677241997835163, 31.4 , 13.82 Bil ,$36,"$2,526"
PAI,14.96,undefined,1.347,N/A,undefined,Not Found!, 142.83 Mil ,$0.00,$0.18
PAK,30.2151,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PALC,37.4968,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PALL,263.32,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PAM,14.6,-142.29068965517246,-5.825,7.60,-9.745937647614552, 5.15 , 2.14 Bil ,$598,"$3,227"
PAMC,36.49,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PANW,366.96,-189.33791724137933,-3.835,24.04,-0.5159633672372448, 412.47 , 35.31 Bil ,"$1,223","$8,451"
PAPR,27.95,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PAR,78,-77.31786206896552,-1.923,18.00,-0.9912546419098144, -96.64 , 1.82 Bil ,$-29.5,$155.3
PARR,15.09,351.6698482758621,-7.68,-38.68,23.304827586206898, -6.9 , 1.86 Bil ,$-101,"$1,888"
PAUG,29.105,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PAVE,25.54,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PAWZ,75.98,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PAYC,393.18,128.95489655172415,2.46,26.05,0.3279792882438683, 95.67 , 22.90 Bil ,$133.1,"$1,952.3"
PB,76.16,151.8479448275862,5.68,9.12,1.9938017965807011,Not Found!, 5.55 Bil ,$560,"$27,929"
PBA,29.7,-34.59765517241379,-0.691,24.50,-1.1649042145593869, 49.91 , 27.88 Bil ,$935,"$12,804"
PBD,30.15,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PBDM,29.3934,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PBE,73.6176,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PBEE,29.5198,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PBF,13.46,-164.12418758620692,-11.644,0.79,-12.193476046523545, -12.23 , 6.02 Bil ,$-828,"$8,298"
PBFX,14.54,58.637768275862086,2.358,7.89,4.0328588910496626, 6.46 , 1.59 Bil ,$174.3,$766.3
PBH,45.18,62.20689655172414,3.28,4.00,1.3768680068996046, 11.43 , 3.78 Bil ,$207.0,"$2,145.5"
PBI,8.2,12.039310344827587,-1.058,-16.00,1.4682085786375108, 39.82 , 3.24 Bil ,$197,"$5,154"
PBJ,41.5902,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PBND,25.735,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PBP,21.685,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PBR,8.54,-2.6912827586206904,0.196,-17.55,-0.3151384963256078, 7.07 , 113.38 Bil ,"$23,016","$130,134"
PBS,52.5529,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PBSM,38.61,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PBT,3.91,6.596206896551725,0.235,10.00,1.6870094364582415, 16.42 , 179.12 Mil ,$0.00,$1.73
PBTP,26.29,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PBUS,42.1917,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PBW,85.17,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PCEF,23.61,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PCF,9.302,undefined,0.061,,undefined,Not Found!, 51.37 Mil ,$0.00,$0.25
PCG,11.2,-17.524137931034485,-1.05,2.50,-1.5646551724137934, 17.84 , 67.57 Bil ,"$-26,737","$76,603"
PCI,22.92,undefined,None,N/A,undefined,Not Found!, 5.82 Bil ,$778.43,"$2,662.96"
PCK,9.07,undefined,0.546,N/A,undefined,Not Found!, 455.55 Mil ,$53.30,$71.15
PCM,11.74,undefined,0.408,,undefined,Not Found!, 227.94 Mil ,$3.55,$123.46
PCN,17.82,undefined,-0.781,N/A,undefined,Not Found!, 734.43 Mil ,$49.47,$301.52
PCQ,17.98,undefined,0.866,N/A,undefined,Not Found!, 515.11 Mil ,$46.69,$84.77
PCY,27.53,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PD,40.71,-50.52793103448277,-0.865,30.00,-1.241167551817312, -50.26 , 2.96 Bil ,$5.2,$428.7
PDAC,10.49,undefined,None,,undefined,Not Found!, 395.63 Mil ,$,$0.12
PDEC,30.09,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PDM,18.26,35.08620689655173,1.85,4.00,1.9214790195263816, 7.93 , 3.89 Bil ,$-336.4,"$1,841.8"
PDN,38.1,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PDS,27.66,171.02598206896553,-6.997,-24.61,6.183151918617698, 5.32 , 1.30 Bil ,$120.0,"$1,165.0"
PDT,15.53,undefined,-1.693,,undefined,Not Found!, 1.13 Bil ,$66.94,$374.23
PEAK,33.35,undefined,None,2.50,undefined, 22.36 , 25.34 Bil ,$758,"$8,576"
PEB,24.4,-86.29310344827587,-3.25,9.00,-3.536602600339175, -74.11 , 5.55 Bil ,$-201.8,"$2,812.0"
PED,1.17,undefined,-0.453,N/A,undefined, -3.8 , 80.82 Mil ,$0.01,$3.93
PEG,63.48,62.46786206896552,3.76,2.45,0.9840557981878627, 11.29 , 49.10 Bil ,$68,"$34,066"
PEI,1.75,-53.6193103448276,-3.72,1.00,-30.639605911330058, -37.63 , 1.94 Bil ,$5.7,"$2,050.2"
PEJ,45.92,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PEN,279.59,-24.90096551724138,-0.44,28.80,-0.08906243255209909, -384.27 , 10.01 Bil ,$-58.0,$185.2
PEO,14.77,undefined,-5.887,"2,005.00",undefined,Not Found!, 349.52 Mil ,$0.00,$7.81
PEX,36.9502,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PEXL,40.2902,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PFD,18.05,undefined,1.074,N/A,undefined,Not Found!, 282.81 Mil ,$9.96,$80.47
PFE,38.93,48.09501931034483,1.707,10.07,1.2354230493281488, 17.78 , 244.00 Bil ,"$11,612","$90,756"
PFEB,27.9632,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PFFA,24.35,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PFFD,25.78,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PFFL,19.09,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PFFR,24.33,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PFFV,27.79,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PFGC,56.62,-157.97808551724137,-1.376,67.17,-2.790146335521748, 49.55 , 10.23 Bil ,$249,"$5,447"
PFIG,26.745,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PFL,12.04,undefined,0.699,,undefined,Not Found!, 437.63 Mil ,$-20.81,$161.04
PFLD,25.335,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PFN,10.44,undefined,0.509,N/A,undefined,Not Found!, 1.14 Bil ,$-38.49,$301.33
PFO,13.08,undefined,0.889,N/A,undefined,Not Found!, 243.01 Mil ,$9.15,$75.07
PFS,23.24,34.79793103448276,1.39,8.00,1.4973292183512374,Not Found!, 2.32 Bil ,$94.1,"$11,299.9"
PFSI,59.12,927.7803586206899,20.92,20.73,15.693172507115865, 13.01 , 30.16 Bil ,"$-6,283","$28,208"
PFXF,21.12,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PG,136.61,145.43412551724143,5.437,9.13,1.0645935547708179, 17.44 , 359.61 Bil ,"$16,227","$71,572"
PGAL,11.38,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PGF,18.96,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PGHY,22.09,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PGM,57.3946,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PGP,11.03,undefined,0.69,,undefined,Not Found!, 174.47 Mil ,$21.06,$144.29
PGR,99.29,-2.502993103448282,10.998,-8.65,-0.02520891432619883, 7.43 , 64.21 Bil ,"$6,682","$47,060"
PGRE,10.66,-14.355364137931037,-0.113,75.23,-1.3466570485864011, 18.13 , 6.49 Bil ,$237.3,"$4,038.4"
PGTI,26.47,13.837241379310347,0.76,3.50,0.5227518465927596, 14.72 , 1.86 Bil ,$50.7,$577.4
PGX,15.07,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PGZ,14.33,undefined,None,,undefined,Not Found!, 137.10 Mil ,$28.60,$42.88
PH,317.52,391.77454344827584,11.016,14.94,1.2338578465869106, 17.48 , 46.92 Bil ,"$2,392","$12,705"
PHB,19.37,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PHD,11.0893,undefined,0.076,N/A,undefined,Not Found!, 370.97 Mil ,$53.62,$112.34
PHDG,35.09,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PHG,60.63,29.89936551724138,1.564,4.10,0.49314473886263205, 28.58 , 57.52 Bil ,$0,"$19,236"
PHGE,6.39,undefined,None,,undefined, -3.64 , 101.83 Mil ,$-25.46,$12.89
PHI,26.03,35.154482758620695,2.317,1.50,1.3505371785870417, 4.84 , 9.74 Bil ,$227,"$9,423"
PHK,6.91,undefined,None,N/A,undefined,Not Found!, 943.60 Mil ,$127.87,$442.53
PHM,53.71,175.1272827586207,5.176,13.80,3.260608504163484, 7.79 , 14.01 Bil ,"$1,726","$5,636"
PHR,49.42,undefined,-0.691,N/A,undefined, -229.13 , 2.24 Bil ,$-15.7,$63.4
PHT,9.59,undefined,-0.458,N/A,undefined,Not Found!, 279.47 Mil ,$53.05,$105.03
PHX,2.02,undefined,-1.428,N/A,undefined, -3.78 , 87.75 Mil ,$1.07,$35.56
PHYL,41.08,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PIAI,9.82,undefined,None,,undefined,Not Found!, 304.95 Mil ,$,$0.03
PICB,29.322,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PICK,45.86,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PII,144.51,70.95379310344829,1.99,15.00,0.49099573111513595, 20.7 , 9.70 Bil ,$805,"$3,488"
PILL,19.65,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PIM,4.19,undefined,-0.179,,undefined,Not Found!, 214.94 Mil ,$0.00,$416.75
PIN,23.42,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PINE,18.12,undefined,None,N/A,undefined, 21.03 , 264.15 Mil ,$9.40,$112.50
PING,22.63,-183.63840000000005,-8.178,6.30,-8.114821034025631, 133.05 , 1.80 Bil ,$6.5,$269.3
PINS,73.91,-81.09177241379311,-0.215,240.09,-1.097169157269559, -489.23 , 43.73 Bil ,$11,$367
PIPP,9.95,undefined,None,,undefined,Not Found!, 268.89 Mil ,$,$0.09
PIPR,117.14,undefined,None,10.00,undefined,Not Found!, 1.96 Bil ,$762,"$1,071"
PJAN,31.9741,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PJP,79.38,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PJT,71.53,219.83553103448273,4.404,24.40,3.073333301195061, 10.79 , 3.35 Bil ,$461,$484
PJUL,29.425,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PJUN,30.685,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PK,21.15,145.54441379310347,-6.11,-24.20,6.88153256704981, -9.87 , 9.27 Bil ,$-524.0,"$5,744.0"
PKB,51.18,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PKE,13.82,10.767862068965519,0.302,15.00,0.7791506562203704, 13.62 , 158.50 Mil ,$3.48,$27.14
PKG,141.12,150.83442758620689,4.84,12.04,1.0688380639612165, 13.23 , 15.03 Bil ,$612,"$4,187"
PKI,134.59,253.37718620689662,6.498,17.20,1.8825855279507884, 14.03 , 16.87 Bil ,$815,"$4,225"
PKO,27.15,undefined,None,,undefined,Not Found!, 888.10 Mil ,$-124.74,$393.44
PKX,78.56,92.41820689655172,4.512,5.00,1.1764028372778987, 4.01 , 30.15 Bil ,"$4,467","$28,719"
PLAG,1.99,undefined,-1.093,N/A,undefined, -17.28 , 44.61 Mil ,$-4.35,$3.66
PLAN,58.36,undefined,-1.104,N/A,undefined, -62.61 , 8.01 Bil ,$-20.4,$461.1
PLAT,47.0333,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PLD,112.25,6.746793103448276,1.815,-6.05,0.0601050610552185, 29.37 , 106.04 Bil ,"$2,937","$19,740"
PLG,4.42,undefined,-0.168,N/A,undefined, -59.67 , 352.45 Mil ,$-6.90,$31.93
PLM,2.87,-8.95096551724138,-0.207,20.00,-3.118803316111979, -13.56 , 310.22 Mil ,$-26.53,$91.08
PLNT,86.8,-4.987172413793105,-0.19,8.80,-0.057455903384713194, 72.24 , 8.77 Bil ,$-21.4,"$2,555.4"
PLOW,46.16,-135.84620689655173,-3.81,15.00,-2.9429420904798906, -21.21 , 1.25 Bil ,$38.9,$379.0
PLT,37.95,-654.0941379310345,-18.345,15.00,-17.23568215892054, -5.35 , 2.82 Bil ,$110,"$2,392"
PLTM,11.94,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PLTR,21.94,undefined,None,49.39,undefined, -32.96 , 38.13 Bil ,$256.1,"$1,168.0"
PLX,5.95,-11.38537931034483,-0.224,25.00,-1.9135091277890468, 61.9 , 275.46 Mil ,$-26.76,$94.97
PLYM,17.62,undefined,-1.517,N/A,undefined, 19.21 , 1.14 Bil ,$-47.3,$581.1
PM,91.67,162.53336000000002,5.539,10.84,1.7730267263008619, 13.66 , 172.69 Bil ,"$9,210","$55,446"
PMAR,30.0604,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PMAY,28.91,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PMF,14.42,undefined,0.596,N/A,undefined,Not Found!, 592.75 Mil ,$69.73,$79.86
PML,14.87,undefined,0.628,N/A,undefined,Not Found!, 1.43 Bil ,$41.96,$271.20
PMM,8.46,undefined,0.13,,undefined,Not Found!, 509.45 Mil ,$0.00,$43.65
PMO,13.92,undefined,0.471,,undefined,Not Found!, 613.53 Mil ,$0.00,$68.02
PMT,19.49,5.182137931034483,0.27,4.15,0.2658870154455866,Not Found!, 4.38 Bil ,$671.7,"$9,195.2"
PMVC,9.9,undefined,None,,undefined, -736.29 , 212.78 Mil ,$-0.34,$6.34
PMX,12.42,undefined,0.587,N/A,undefined,Not Found!, 643.98 Mil ,$72.20,$116.46
PNC,177.72,199.7743227586207,19.138,-1.62,1.1240958966836636,Not Found!, 18.02 Bil ,"$4,659","$412,638"
PNF,12.37,undefined,0.377,N/A,undefined,Not Found!, 162.84 Mil ,$23.59,$25.80
PNI,11.65,undefined,0.397,N/A,undefined,Not Found!, 201.81 Mil ,$28.72,$36.29
PNM,49.6,44.75558620689655,2.15,5.22,0.9023303670745273, 12.12 , 7.72 Bil ,$-193,"$5,820"
PNOV,29.94,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PNR,64,53.22422068965517,2.139,7.90,0.831628448275862, 21.44 , 11.39 Bil ,$511,"$2,091"
PNW,84.24,88.66758620689656,4.87,3.50,1.0525591904902252, 10.66 , 16.67 Bil ,$-360,"$14,268"
POCT,28.8,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
POR,50.69,55.84662068965518,1.72,12.90,1.1017285596696624, 10.33 , 7.69 Bil ,$-217,"$6,456"
POST,111.2,-15.901903448275867,-0.264,31.20,-0.14300272885140167, 16.41 , 13.08 Bil ,$421,"$9,236"
PPA,74.55,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PPG,168.78,163.48406344827592,5.014,12.99,0.968622250552648, 20.73 , 45.34 Bil ,"$1,919","$14,170"
PPL,28.88,-22.31406896551724,1.91,-16.20,-0.7726478173655554, 10.71 , 46.39 Bil ,$-503,"$34,743"
PPLT,113.25,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PPR,4.63,undefined,-0.312,N/A,undefined,Not Found!, 837.57 Mil ,$51.45,$295.05
PPT,4.68,undefined,-0.08,N/A,undefined,Not Found!, 478.35 Mil ,$0.00,$535.67
PPTY,32.7121,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PQDI,21.495,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PQG,16.43,-39.542633103448274,-2.057,4.17,-2.406733603374819, -402.63 , 3.53 Bil ,$126,"$1,921"
PQIN,58.8629,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PQLC,68.3199,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PQSG,70.9091,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
